from_port,to_port,distance_nm,port_time_days,sailing_time_days,total_arc_time_days
Baltimore,New York,242.2996000000001,1.138811814814815,0.7211297619047622,1.859941576719577
Brunswick,Baltimore,653.7797,0.8338539722222222,1.7574723118279572,2.5913262840501794
Brunswick,New York,738.3264000000004,0.8338539722222222,1.9847483870967753,2.8186023593189975
FreeportTx,Baltimore,1789.417000000001,0.97770825,4.810260752688174,5.7879690026881745
FreeportTx,Brunswick,1260.9879,0.97770825,3.389752419354839,4.367460669354839
FreeportTx,Jacksonville,1231.525200000001,0.97770825,3.3105516129032284,4.288259862903228
FreeportTx,Mobile,456.7718,0.97770825,1.2278811827956988,2.2055894327956986
FreeportTx,New York,1872.6777,0.97770825,5.034079838709677,6.011788088709677
Gamagori,Baltimore,9744.217400000003,0.6595237142857143,26.194132795698934,26.85365650998465
Gamagori,Brunswick,9380.810300000005,0.6595237142857143,25.217231989247324,25.87675570353304
Gamagori,FreeportTx,9332.2258,0.6595237142857143,25.086628494623657,25.746152208909372
Gamagori,Jacksonville,9359.758,0.6595237142857143,25.160639784946238,25.820163499231953
Gamagori,Kawasaki,192.5321000000002,0.6595237142857143,0.573012202380953,1.2325359166666674
Gamagori,Kingston (Jam),8390.319300000001,0.6595237142857143,22.554621774193553,23.214145488479268
Gamagori,Mobile,9206.8208,0.6595237142857143,24.74951827956989,25.409041993855606
Gamagori,Nagoya,46.77470000000002,0.6595237142857143,0.13921041666666673,0.798734130952381
Gamagori,New York,9821.109800000002,0.6595237142857143,26.40083279569893,27.060356509984643
Hiroshima,Baltimore,10053.6332,1.2,27.02589569892473,28.22589569892473
Hiroshima,Brunswick,9690.2261,1.2,26.048994892473118,27.248994892473117
Hiroshima,FreeportTx,9641.6415,1.2,25.91839112903226,27.118391129032258
Hiroshima,Gamagori,370.2442,1.2,1.101917261904762,2.301917261904762
Hiroshima,Jacksonville,9669.1737,1.2,25.992402419354836,27.192402419354835
Hiroshima,Kawasaki,502.9815000000001,1.2,1.3521008064516131,2.5521008064516133
Hiroshima,Kingston (Jam),8699.7351,1.2,23.386384677419354,24.586384677419353
Hiroshima,Kobe,168.0273,1.2,0.50008125,1.70008125
Hiroshima,Mizushima,102.0,1.2,0.30357142857142855,1.5035714285714286
Hiroshima,Mobile,9516.236600000004,1.2,25.58128118279571,26.78128118279571
Hiroshima,Nagoya,387.4194000000001,1.2,1.1530339285714288,2.3530339285714286
Hiroshima,New York,10130.5256,1.2,27.232595698924733,28.432595698924732
Incheon,Baltimore,10406.346,1.2,27.974048387096772,29.17404838709677
Incheon,Brunswick,10042.93880000001,1.2,26.997147311827987,28.197147311827987
Incheon,FreeportTx,9994.3543,1.2,26.866543817204303,28.066543817204302
Incheon,Gamagori,860.8468,1.2,2.314104301075269,3.5141043010752693
Incheon,Hiroshima,574.8435000000001,1.2,1.5452782258064517,2.7452782258064516
Incheon,Jacksonville,10021.8865,1.2,26.940555107526883,28.140555107526882
Incheon,Kawasaki,993.5841000000004,1.2,2.670925000000001,3.8709250000000006
Incheon,Kingston (Jam),9052.4479,1.2,24.334537365591395,25.534537365591394
Incheon,Kobe,694.5201000000003,1.2,1.866989516129033,3.0669895161290333
Incheon,Masan,395.2234000000003,1.2,1.17626011904762,2.37626011904762
Incheon,Mizushima,652.0,1.2,1.7526881720430108,2.9526881720430107
Incheon,Mobile,9868.9493,1.2,26.529433602150537,27.729433602150536
Incheon,Nagoya,878.0219000000002,1.2,2.3602739247311835,3.5602739247311836
Incheon,New York,10483.2383,1.2,28.180748118279574,29.380748118279573
Jacksonville,Baltimore,693.2974,1.470097311494253,1.863702688172043,3.3337999996662964
Jacksonville,Brunswick,78.5367,1.470097311494253,0.23374017857142856,1.7038374900656816
Jacksonville,New York,777.8441,1.470097311494253,2.09097876344086,3.561076074935113
Kawasaki,Baltimore,9626.361900000007,1.0,25.87731693548389,26.87731693548389
Kawasaki,Brunswick,9262.954800000009,1.0,24.90041612903228,25.90041612903228
Kawasaki,FreeportTx,9214.3702,1.0,24.769812365591395,25.769812365591395
Kawasaki,Jacksonville,9241.9024,1.0,24.84382365591398,25.84382365591398
Kawasaki,Kingston (Jam),8272.4638,1.0,22.237805913978494,23.237805913978494
Kawasaki,Mobile,9088.9652,1.0,24.432702150537636,25.432702150537636
Kawasaki,New York,9703.254300000004,1.0,26.08401693548388,27.08401693548388
Kingston (Jam),Baltimore,1399.2324,1.471634407906559,3.761377419354839,5.233011827261398
Kingston (Jam),Brunswick,1035.8253,1.471634407906559,2.7844766129032257,4.256111020809785
Kingston (Jam),FreeportTx,1244.8252,1.471634407906559,3.3463043010752687,4.817938708981828
Kingston (Jam),Jacksonville,1016.4561,1.471634407906559,2.732408870967742,4.204043278874301
Kingston (Jam),Mobile,1106.826,1.471634407906559,2.9753387096774193,4.446973117583978
Kingston (Jam),New York,1476.1248,1.471634407906559,3.968077419354839,5.439711827261398
Kobe,Baltimore,9900.252,0.7051338952380952,26.613580645161292,27.318714540399387
Kobe,Brunswick,9536.8449,0.7051338952380952,25.63667983870968,26.341813733947774
Kobe,FreeportTx,9488.2603,0.7051338952380952,25.506076075268815,26.21120997050691
Kobe,Gamagori,216.8631000000001,0.7051338952380952,0.6454258928571431,1.3505597880952385
Kobe,Jacksonville,9515.792600000002,0.7051338952380952,25.58008763440861,26.285221529646705
Kobe,Kawasaki,349.6004000000002,0.7051338952380952,1.0404773809523815,1.7456112761904767
Kobe,Kingston (Jam),8546.3539,0.7051338952380952,22.974069623655915,23.67920351889401
Kobe,Mobile,9362.855400000006,0.7051338952380952,25.168966129032274,25.87410002427037
Kobe,Nagoya,234.0382,0.7051338952380952,0.6965422619047619,1.401676157142857
Kobe,New York,9977.1444,0.7051338952380952,26.820280645161287,27.52541454039938
Masan,Baltimore,10058.1994,1.849305611111111,27.038170430107524,28.887476041218633
Masan,Brunswick,9694.7923,1.849305611111111,26.06126962365591,27.91057523476702
Masan,FreeportTx,9646.207700000004,1.849305611111111,25.930665860215065,27.779971471326174
Masan,Gamagori,544.8591,1.849305611111111,1.464675,3.313980611111111
Masan,Hiroshima,258.8558,1.849305611111111,0.7704041666666667,2.6197097777777776
Masan,Jacksonville,9673.739900000004,1.849305611111111,26.004677150537646,27.853982761648755
Masan,Kawasaki,677.5964,1.849305611111111,1.8214956989247313,3.6708013100358423
Masan,Kingston (Jam),8704.3013,1.849305611111111,23.39865940860215,25.24796501971326
Masan,Kobe,378.5324,1.849305611111111,1.1265845238095238,2.975890134920635
Masan,Mizushima,314.0,1.849305611111111,0.9345238095238095,2.7838294206349206
Masan,Mobile,9520.8028,1.849305611111111,25.593555913978495,27.442861525089604
Masan,Nagoya,562.0342,1.849305611111111,1.510844623655914,3.3601502347670253
Masan,New York,10135.0918,1.849305611111111,27.24487043010753,29.09417604121864
Mizushima,Baltimore,9989.0,1.0,26.852150537634408,27.852150537634408
Mizushima,Brunswick,9611.0,1.0,25.836021505376344,26.836021505376344
Mizushima,FreeportTx,9585.0,1.0,25.766129032258064,26.766129032258064
Mizushima,Gamagori,288.0,1.0,0.8571428571428571,1.8571428571428572
Mizushima,Jacksonville,9575.0,1.0,25.739247311827956,26.739247311827956
Mizushima,Kawasaki,419.0,1.0,1.1263440860215055,2.1263440860215055
Mizushima,Kingston (Jam),8622.0,1.0,23.177419354838708,24.177419354838708
Mizushima,Kobe,85.0,1.0,0.25297619047619047,1.2529761904761905
Mizushima,Mobile,9450.0,1.0,25.403225806451612,26.403225806451612
Mizushima,Nagoya,301.0,1.0,0.8958333333333334,1.8958333333333335
Mizushima,New York,10045.0,1.0,27.002688172043012,28.002688172043012
Mobile,Baltimore,1553.2673,0.887326375,4.175449731182796,5.062776106182795
Mobile,Brunswick,1024.8382,0.887326375,2.7549413978494623,3.642267772849462
Mobile,Jacksonville,995.3755000000008,0.887326375,2.6757405913978514,3.5630669663978516
Mobile,New York,1636.528000000001,0.887326375,4.3992688172043035,5.286595192204303
Nagoya,Baltimore,9761.3925,0.704594,26.240302419354837,26.944896419354837
Nagoya,Brunswick,9397.9854,0.704594,25.263401612903223,25.967995612903223
Nagoya,FreeportTx,9349.4009,0.704594,25.13279811827957,25.83739211827957
Nagoya,Jacksonville,9376.9331,0.704594,25.20680940860215,25.91140340860215
Nagoya,Kawasaki,209.7072000000001,0.704594,0.6241285714285718,1.328722571428572
Nagoya,Kingston (Jam),8407.4944,0.704594,22.600791397849463,23.305385397849463
Nagoya,Mobile,9223.9959,0.704594,24.795687903225804,25.500281903225805
Nagoya,New York,9838.284900000006,0.704594,26.447002419354856,27.151596419354856
Taicang,Baltimore,10493.7324,1.427577453296703,28.208958064516132,29.636535517812835
Taicang,Brunswick,10130.3253,1.427577453296703,27.23205725806452,28.65963471136122
Taicang,FreeportTx,10081.7407,1.427577453296703,27.101453494623655,28.529030947920358
Taicang,Gamagori,910.684,1.427577453296703,2.4480752688172043,3.875652722113907
Taicang,Hiroshima,646.7422,1.427577453296703,1.7385543010752689,3.166131754371972
Taicang,Incheon,481.4231,1.427577453296703,1.2941481182795698,2.7217255715762727
Taicang,Jacksonville,10109.2729,1.427577453296703,27.175464784946236,28.60304223824294
Taicang,Kawasaki,1043.2866,1.427577453296703,2.8045338709677416,4.232111324264444
Taicang,Kingston (Jam),9139.834300000002,1.427577453296703,24.569447043010758,25.99702449630746
Taicang,Kobe,766.4189,1.427577453296703,2.0602658602150536,3.487843313511757
Taicang,Masan,482.6098,1.427577453296703,1.2973381720430108,2.7249156253397135
Taicang,Mizushima,715.0,1.427577453296703,1.9220430107526882,3.349620464049391
Taicang,Mobile,9956.3357,1.427577453296703,26.764343279569893,28.191920732866596
Taicang,Nagoya,927.8591,1.427577453296703,2.494244892473118,3.9218223457698214
Taicang,New York,10570.6248,1.427577453296703,28.415658064516126,29.84323551781283
